identificador,grupo,exercicio,avaliacao,avaliacao_a,avaliacao_b,consenso,tem_erro,escore_desvio,distancia_controle,desvio_detectado,escore_cena,escore_risco,alerta,fracao_com_pessoa,objetos,n_erros_temporais,duracao_erro_s
G1A-ELK-R2-Brest-027,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.697842505817992,0.9384688251591448,True,0.0,0.6280582552361929,True,1.0,,0,0.0
G1A-ELK-R2-Brest-038,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.6945591035932925,0.8592602937927628,True,0.0,0.6251031932339634,True,1.0,,0,0.0
G1A-ELK-R1-Brest-029,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.6809643161173716,1.17134726467055,True,0.0,0.6128678845056345,True,1.0,,2,8.799999999999999
G1A-ELK-R1-Brest-049,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.6746550670332634,1.8494974606838508,True,0.0,0.6071895603299371,True,1.0,,2,9.68
G1A-ELK-R3-Brest-055,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.6578747680443782,2.0669895088751282,True,0.05,0.5970872912399404,True,1.0,outro:backpack,0,0.0
G1A-ELK-R3-Brest-070,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.6326747199915408,1.8381037573030152,True,0.05,0.5744072479923867,True,1.0,outro:backpack,0,0.0
G1A-ELK-R1-Brest-048,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.6060605106039251,1.8009380442710043,True,0.05,0.5504544595435326,True,1.0,outro:umbrella,2,8.439999999999998
G1A-ELK-R3-Brest-011,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.5930512924032508,0.9359317819224674,True,0.15999999999999998,0.5497461631629258,True,0.8,,0,0.0
G1A-ELK-R2-Brest-064,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.6004776160786223,0.998730270419443,True,0.0,0.5404298544707601,True,1.0,,1,4.6
G1A-ELK-R3-Brest-034,G1A,ELK,Incomplete,Correct,Incomplete,False,True,0.5798866577883512,1.6474838370232805,True,0.15999999999999998,0.5378979920095162,True,0.8,,0,0.0
G1A-ELK-R6-Roscoff-057,G1A,ELK,Correct,Correct,Correct,True,False,0.526350719491426,3.467672923701348,True,0.58,0.5317156475422834,True,0.4,outro:bicycle|outro:tv,0,0.0
G1A-ELK-R4-Roscoff-082,G1A,ELK,Incorrect,Incorrect,Correct,False,True,0.5555640637081161,0.8025038186808121,True,0.1,0.5100076573373045,True,1.0,notebook|outro:book|outro:tv,2,6.279999999999999
G1A-ELK-R6-Roscoff-019,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.449080927904336,3.8182427912879144,False,0.58,0.4621728351139024,True,0.4,outro:bicycle|outro:tv,0,0.0
G1A-ELK-R4-Roscoff-031,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.5054772595083831,1.8788786314170158,True,0.0,0.4549295335575448,False,1.0,cadeira,2,6.0
G1A-ELK-R6-Roscoff-018,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.40902564375780887,3.8387815943498835,False,0.58,0.426123079382028,True,0.4,outro:bicycle|outro:tv,0,0.0
G1A-ELK-R3-Brest-061,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.43361681161449706,1.0068551086356845,False,0.32000000000000006,0.4222551304530474,False,0.6,,1,3.067
G1A-ELK-R4-Roscoff-009,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.4689154216877393,1.8568432651326767,False,0.0,0.42202387951896536,False,1.0,cadeira,2,8.92
G1A-ELK-R1-Brest-069,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.38941372617846765,2.3557500644221516,False,0.32000000000000006,0.3824723535606209,False,0.6,,2,9.84
G1A-ELK-R6-Roscoff-090,G1A,ELK,Correct,Correct,Correct,True,False,0.37515229365478303,3.259329306042201,False,0.20999999999999996,0.35863706428930475,False,0.8,outro:tv,0,0.0
G1A-ELK-R4-Roscoff-036,G1A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.3671957099591944,1.9723738507492885,False,0.0,0.330476138963275,False,1.0,cadeira,2,6.24
G1A-ELK-R6-Roscoff-056,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.3415218218883807,2.387859640843487,False,0.05,0.3123696396995426,False,1.0,outro:tv|sofa,1,9.0
G1A-ELK-R6-Roscoff-043,G1A,ELK,Correct,Correct,Correct,True,False,0.2775806141259143,2.666547258244688,False,0.20999999999999996,0.27082255271332284,False,0.8,outro:tv,0,0.0
G1A-ELK-R6-Roscoff-044,G1A,ELK,Correct,Correct,Correct,True,False,0.21629309464960597,3.315416233831069,False,0.05,0.1996637851846454,False,1.0,outro:tv,0,0.0
G1A-ELK-R6-Roscoff-010,G1A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.20532225972533727,3.1787247499954128,False,0.05,0.18979003375280354,False,1.0,cadeira|outro:tv,0,0.0
G1A-ELK-R6-Roscoff-023,G1A,ELK,Incorrect,Correct,Incorrect,False,True,0.16975111659911526,2.324790451642784,False,0.20999999999999996,0.17377600493920373,False,0.8,outro:tv,0,0.0
G1A-ELK-R6-Roscoff-089,G1A,ELK,Correct,Correct,Correct,True,False,0.15443798526372068,2.7520456687378054,False,0.20999999999999996,0.1599941867373486,False,0.8,cadeira|outro:backpack,0,0.0
G1A-ELK-R6-Roscoff-078,G1A,ELK,Correct,Correct,Correct,True,False,0.10270659691263431,3.568257925317756,False,0.20999999999999996,0.11343593722137088,False,0.8,outro:tv,0,0.0
G1A-ELK-R6-Roscoff-006,G1A,ELK,Correct,Correct,Correct,True,False,0.10866220915765536,2.5183648235224534,False,0.1,0.10779598824188982,False,1.0,cadeira|outro:backpack|outro:remote,0,0.0
G1A-ELK-R6-Roscoff-086,G1A,ELK,Correct,Correct,Correct,True,False,0.07821923633317103,2.3169830476376467,False,0.20999999999999996,0.09139731269985393,False,0.8,cadeira|outro:backpack,0,0.0
G1A-ELK-R6-Roscoff-016,G1A,ELK,Correct,Correct,Correct,True,False,0.08153973219263072,2.456127658957469,False,0.05,0.07838575897336765,False,1.0,cadeira|outro:backpack,0,0.0
G1A-RTK-R1-Brest-006,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.8366907512993645,1.223425499205192,True,0.0,0.7530216761694281,True,1.0,,2,6.56
G1A-RTK-R1-Brest-016,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.8283096429502204,1.0136042945281585,True,0.05,0.7504786786551984,True,1.0,outro:tv,2,12.719999999999999
G1A-RTK-R3-Brest-101,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.7705120195377524,0.7092249944468033,True,0.32000000000000006,0.7254608175839772,True,0.6,,2,8.56
G1A-RTK-R3-Brest-039,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.7284144505075137,0.9104696984352475,True,0.1,0.6655730054567623,True,1.0,outro:backpack|outro:refrigerator,0,0.0
G1A-RTK-R1-Brest-094,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.7280894226321722,0.9948159408352893,True,0.0,0.655280480368955,True,1.0,,0,0.0
G1A-RTK-R3-Brest-033,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.7185673251779477,0.8897845351570378,True,0.05,0.651710592660153,True,1.0,outro:refrigerator,0,0.0
G1A-RTK-R5-Roscoff-076,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.6749425912678392,1.108380653664612,True,0.05,0.6124483321410553,True,1.0,cadeira|mesa|outro:tv,0,0.0
G1A-RTK-R3-Brest-083,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.6335910859650857,0.9200294363017987,True,0.32000000000000006,0.6022319773685773,True,0.6,,0,0.0
G1A-RTK-R1-Brest-089,G1A,RTK,Correct,Correct,Correct,True,False,0.6631363370802432,1.4096810876869847,True,0.05,0.6018227033722189,True,1.0,outro:umbrella,0,0.0
G1A-RTK-R1-Brest-059,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.663243051682404,0.8856452040054212,True,0.0,0.5969187465141637,True,1.0,,0,0.0
G1A-RTK-R3-Brest-057,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.6619991478929406,0.734868459428298,True,0.0,0.5957992331036466,True,1.0,,0,0.0
G1A-RTK-R1-Brest-055,G1A,RTK,Correct,Correct,Correct,True,False,0.6365479314556537,1.1424516854414584,True,0.20999999999999996,0.5938931383100884,True,0.8,outro:umbrella,0,0.0
G1A-RTK-R3-Brest-046,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.6353618578887188,0.8223732950577572,True,0.15999999999999998,0.5878256720998469,True,0.8,,0,0.0
G1A-RTK-R1-Brest-019,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.646580776916349,1.0239184789155336,True,0.0,0.5819226992247141,True,1.0,,2,3.119999999999999
G1A-RTK-R1-Brest-024,G1A,RTK,Incorrect,Incomplete,Incorrect,False,True,0.6252171649652638,1.1064059011437253,True,0.15999999999999998,0.5786954484687374,True,0.8,,0,0.0
G1A-RTK-R5-Roscoff-023,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.6349719371191312,1.299290230323759,True,0.05,0.5764747434072182,True,1.0,cadeira|mesa|outro:tv,0,0.0
G1A-RTK-R5-Roscoff-099,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.6173990677058757,1.3229091935634014,True,0.05,0.5606591609352881,True,1.0,cadeira|mesa|outro:tv,0,0.0
G1A-RTK-R1-Brest-018,G1A,RTK,Correct,Correct,Correct,True,False,0.6185166686710578,0.9643381953044536,True,0.0,0.5566650018039521,True,1.0,,0,0.0
G1A-RTK-R3-Brest-061,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.6153709115471134,1.858968682788724,True,0.0,0.5538338203924021,True,1.0,,0,0.0
G1A-RTK-R3-Brest-100,G1A,RTK,Incorrect,Incomplete,Incorrect,False,True,0.5948427551194975,1.0678305779622606,True,0.15999999999999998,0.5513584796075478,True,0.8,,0,0.0
G1A-RTK-R1-Brest-079,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.5905173213039817,0.8981268456435436,True,0.15999999999999998,0.5474655891735836,True,0.8,,0,0.0
G1A-RTK-R3-Brest-029,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.6046175164046853,0.9962120460976834,True,0.0,0.5441557647642168,True,1.0,,2,7.24
G1A-RTK-R1-Brest-073,G1A,RTK,Correct,Correct,Correct,True,False,0.5531151233064584,0.9305086699128267,True,0.20999999999999996,0.5188036109758125,True,0.8,outro:umbrella,0,0.0
G1A-RTK-R3-Brest-009,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.557919207144159,0.9488882732946317,True,0.0,0.5021272864297431,True,1.0,,2,18.759999999999998
G1A-RTK-R1-Brest-012,G1A,RTK,Correct,Correct,Correct,True,False,0.5512687525300694,0.7961307271252455,True,0.0,0.49614187727706244,False,1.0,,0,0.0
G1A-RTK-R3-Brest-066,G1A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.5364620929337351,1.1999708919375616,True,0.0,0.48281588364036165,False,1.0,,2,18.36
G1A-RTK-R3-Brest-036,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.4942376852396525,1.4979284344490749,False,0.0,0.44481391671568726,False,1.0,,0,0.0
G1A-RTK-R6-Roscoff-048,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.46769309225402406,1.098838968234122,False,0.1,0.43092378302862167,False,1.0,cadeira|outro:backpack|outro:handbag,0,0.0
G1A-RTK-R1-Brest-020,G1A,RTK,Correct,Correct,Correct,True,False,0.42964485189850404,1.7284257378221397,False,0.37000000000000005,0.4236803667086536,False,0.6,outro:umbrella,0,0.0
G1A-RTK-R1-Brest-032,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.45143805194221753,0.8453346110502201,False,0.15999999999999998,0.4222942467479958,False,0.8,,0,0.0
G1A-RTK-R4-Roscoff-017,G1A,RTK,Correct,Correct,Correct,True,False,0.4073454981468338,2.25180325405828,False,0.05,0.3716109483321504,False,1.0,cadeira|outro:bicycle,0,0.0
G1A-RTK-R6-Roscoff-056,G1A,RTK,Correct,Correct,Correct,True,False,0.369945486540856,2.681439627452353,False,0.37000000000000005,0.36995093788677047,False,0.6,mesa|outro:tv,0,0.0
G1A-RTK-R5-Roscoff-098,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.3640479186112715,0.6536038621670702,False,0.1,0.33764312675014435,False,1.0,cadeira|garrafa|mesa|outro:bowl|outro:tv,0,0.0
G1A-RTK-R3-Brest-078,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.3547839785539133,1.8114693217576991,False,0.0,0.319305580698522,False,1.0,,0,0.0
G1A-RTK-R4-Roscoff-091,G1A,RTK,Correct,Correct,Correct,True,False,0.35030114281853825,2.5244320321415517,False,0.0,0.31527102853668443,False,1.0,cadeira,0,0.0
G1A-RTK-R4-Roscoff-031,G1A,RTK,Correct,Correct,Correct,True,False,0.3465103599451826,0.8317370583604006,False,0.0,0.31185932395066435,False,1.0,cadeira,0,0.0
G1A-RTK-R6-Roscoff-011,G1A,RTK,Correct,Correct,Correct,True,False,0.33528751534542034,0.7072270024016795,False,0.1,0.3117587638108783,False,1.0,cadeira|outro:backpack|outro:handbag,0,0.0
G1A-RTK-R6-Roscoff-001,G1A,RTK,Correct,Correct,Correct,True,False,0.27459446760218015,2.8298615041508133,False,0.58,0.30513502084196215,True,0.4,mesa|outro:bicycle|outro:tv,0,0.0
G1A-RTK-R6-Roscoff-013,G1A,RTK,Correct,Correct,Correct,True,False,0.2383962020751999,2.591093968981509,False,0.9,0.3045565818676799,True,0.0,cadeira|outro:bicycle|outro:tv,0,0.0
G1A-RTK-R4-Roscoff-087,G1A,RTK,Correct,Correct,Correct,True,False,0.3349626429222352,2.5278921155363214,False,0.0,0.3014663786300117,False,1.0,cadeira,0,0.0
G1A-RTK-R4-Roscoff-081,G1A,RTK,Correct,Correct,Correct,True,False,0.3250676188702864,2.5262080431147274,False,0.05,0.2975608569832578,False,1.0,outro:bicycle,0,0.0
G1A-RTK-R5-Roscoff-064,G1A,RTK,Correct,Correct,Correct,True,False,0.30672309012921056,0.8843921070368815,False,0.20999999999999996,0.2970507811162895,False,0.8,cadeira|garrafa|mesa|outro:tv,0,0.0
G1A-RTK-R6-Roscoff-068,G1A,RTK,Correct,Correct,Correct,True,False,0.31050556072357016,0.8559810845014653,False,0.1,0.28945500465121315,False,1.0,cadeira|outro:backpack|outro:handbag,0,0.0
G1A-RTK-R2-Brest-097,G1A,RTK,Correct,Correct,Correct,True,False,0.31046195247358394,1.1227580518055742,False,0.05,0.28441575722622553,False,1.0,outro:tv,0,0.0
G1A-RTK-R4-Roscoff-014,G1A,RTK,Correct,Correct,Correct,True,False,0.3080708327520609,2.5623949202148464,False,0.0,0.2772637494768548,False,1.0,cadeira,0,0.0
G1A-RTK-R4-Roscoff-022,G1A,RTK,Correct,Correct,Correct,True,False,0.28904068014376094,3.011866555869199,False,0.0,0.2601366121293849,False,1.0,cadeira,0,0.0
G1A-RTK-R2-Brest-067,G1A,RTK,Incomplete,Incomplete,Correct,False,True,0.2754815292072323,2.0727052353750244,False,0.05,0.2529333762865091,False,1.0,outro:refrigerator,0,0.0
G1A-RTK-R4-Roscoff-065,G1A,RTK,Correct,Correct,Correct,True,False,0.25620508525232905,0.9952739142004531,False,0.15999999999999998,0.24658457672709613,False,0.8,notebook,0,0.0
G1A-RTK-R5-Roscoff-054,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.26436169687187955,1.0056439628701765,False,0.05,0.2429255271846916,False,1.0,cadeira|outro:book|sofa,0,0.0
G1A-RTK-R5-Roscoff-028,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.26428896068976804,1.434110074167707,False,0.05,0.24286006462079124,False,1.0,cadeira|notebook|outro:book,0,0.0
G1A-RTK-R2-Brest-035,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.2619131221777025,1.9453702260737178,False,0.05,0.24072180995993228,False,1.0,outro:refrigerator,0,0.0
G1A-RTK-R6-Roscoff-040,G1A,RTK,Correct,Correct,Correct,True,False,0.24410082307624775,1.8542451814884389,False,0.1,0.229690740768623,False,1.0,outro:bowl|outro:tv,0,0.0
G1A-RTK-R2-Brest-015,G1A,RTK,Incomplete,Incomplete,Correct,False,True,0.24621768382054762,1.9634017735832527,False,0.0,0.22159591543849286,False,1.0,cadeira,0,0.0
G1A-RTK-R5-Roscoff-053,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.23545341822540217,1.1811847413992487,False,0.05,0.21690807640286197,False,1.0,cadeira|notebook|outro:book,1,16.2
G1A-RTK-R5-Roscoff-034,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.22435396361447604,0.8978634601560538,False,0.05,0.20691856725302846,False,1.0,cadeira|outro:tv|sofa,0,0.0
G1A-RTK-R6-Roscoff-069,G1A,RTK,Correct,Correct,Correct,True,False,0.16438941046181693,2.9832785597173443,False,0.58,0.20595046941563525,True,0.4,cadeira|outro:bicycle|outro:tv,0,0.0
G1A-RTK-R6-Roscoff-075,G1A,RTK,Correct,Correct,Correct,True,False,0.20262868721625557,2.362603704811633,False,0.20999999999999996,0.20336581849463,False,0.8,mesa|outro:tv,0,0.0
G1A-RTK-R6-Roscoff-002,G1A,RTK,Correct,Correct,Correct,True,False,0.15857320662567273,3.568196020641007,False,0.58,0.20071588596310547,True,0.4,outro:bicycle|outro:tv,0,0.0
G1A-RTK-R5-Roscoff-088,G1A,RTK,Correct,Correct,Correct,True,False,0.22252013347287522,0.9927181342999103,False,0.0,0.2002681201255877,False,1.0,cadeira,0,0.0
G1A-RTK-R4-Roscoff-003,G1A,RTK,Correct,Correct,Correct,True,False,0.21583135969685205,1.2595669420610702,False,0.0,0.19424822372716685,False,1.0,notebook,0,0.0
G1A-RTK-R4-Roscoff-096,G1A,RTK,Correct,Correct,Correct,True,False,0.20945532305193565,1.1286107625106883,False,0.0,0.1885097907467421,False,1.0,notebook,0,0.0
G1A-RTK-R2-Brest-038,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.20326420747939034,1.6669236069977738,False,0.05,0.1879377867314513,False,1.0,outro:refrigerator,0,0.0
G1A-RTK-R4-Roscoff-090,G1A,RTK,Correct,Correct,Correct,True,False,0.17291197473553976,1.1583130465937581,False,0.32000000000000006,0.18762077726198578,False,0.6,notebook,0,0.0
G1A-RTK-R6-Roscoff-045,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.14394924497897635,3.3663673907136036,False,0.58,0.1875543204810787,True,0.4,outro:bicycle|outro:tv,1,7.199999999999999
G1A-RTK-R6-Roscoff-070,G1A,RTK,Correct,Correct,Correct,True,False,0.18451542162165058,1.6434918646549344,False,0.1,0.17606387945948554,False,1.0,outro:bowl|outro:tv,0,0.0
G1A-RTK-R2-Brest-092,G1A,RTK,Incomplete,Incomplete,Correct,False,True,0.1538508656056842,2.3709308376299867,False,0.20999999999999996,0.15946577904511577,False,0.8,outro:backpack,0,0.0
G1A-RTK-R5-Roscoff-008,G1A,RTK,Correct,Correct,Correct,True,False,0.16943498645328803,1.0800789942557782,False,0.05,0.15749148780795924,False,1.0,outro:tv,0,0.0
G1A-RTK-R5-Roscoff-058,G1A,RTK,Correct,Correct,Correct,True,False,0.16877892131738562,1.1796539304763434,False,0.0,0.15190102918564705,False,1.0,cadeira,0,0.0
G1A-RTK-R2-Brest-093,G1A,RTK,Correct,Correct,Correct,True,False,0.1482872041926324,1.0821938227253287,False,0.05,0.13845848377336917,False,1.0,cadeira|outro:tv,0,0.0
G1A-RTK-R6-Roscoff-037,G1A,RTK,Correct,Correct,Correct,True,False,0.14742791375086015,2.244739631438264,False,0.05,0.13768512237577413,False,1.0,outro:tv,0,0.0
G1A-RTK-R4-Roscoff-080,G1A,RTK,Correct,Correct,Correct,True,False,0.15097287335094076,2.6780910238026934,False,0.0,0.13587558601584668,False,1.0,cadeira|copa,0,0.0
G1A-RTK-R6-Roscoff-027,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.12937529905437492,1.180082616336583,False,0.1,0.12643776914893742,False,1.0,outro:backpack|outro:handbag,2,9.4
G1A-RTK-R2-Brest-047,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.1384252994546543,2.2058251157910393,False,0.0,0.12458276950918887,False,1.0,cadeira,0,0.0
G1A-RTK-R2-Brest-004,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.12599204036020403,2.1890119602414537,False,0.05,0.11839283632418364,False,1.0,outro:backpack,0,0.0
G1A-RTK-R2-Brest-085,G1A,RTK,Incomplete,Incomplete,Correct,False,True,0.10835157529746257,1.7772028926545238,False,0.05,0.10251641776771632,False,1.0,outro:refrigerator,0,0.0
G1A-RTK-R2-Brest-007,G1A,RTK,Correct,Correct,Correct,True,False,0.1049537385785444,1.220491791655763,False,0.05,0.09945836472068996,False,1.0,outro:tv,0,0.0
G1A-RTK-R5-Roscoff-041,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.09734181876227205,1.3047256912660667,False,0.0,0.08760763688604485,False,1.0,cadeira,1,28.47
G1A-RTK-R2-Brest-082,G1A,RTK,Incomplete,Incomplete,Correct,False,True,0.07638049016230575,2.994598248104069,False,0.0,0.06874244114607518,False,1.0,cadeira,0,0.0
G1A-RTK-R5-Roscoff-060,G1A,RTK,Correct,Correct,Correct,True,False,0.06015370463183221,1.0273291316121638,False,0.05,0.059138334168648984,False,1.0,cadeira|notebook|outro:book,0,0.0
G1A-RTK-R4-Roscoff-086,G1A,RTK,Correct,Correct,Correct,True,False,0.06158890954513835,1.8115693616803206,False,0.0,0.05543001859062451,False,1.0,cadeira,0,0.0
G1A-RTK-R4-Roscoff-051,G1A,RTK,Incorrect,Correct,Incorrect,False,True,0.0532870658730248,2.486043474274112,False,0.0,0.04795835928572232,False,1.0,cadeira,0,0.0
G1A-RTK-R2-Brest-044,G1A,RTK,Incomplete,Incomplete,Incomplete,True,True,0.029931254485661325,2.0016077697842047,False,0.05,0.0319381290370952,False,1.0,outro:backpack,0,0.0
G2A-CTK-S2-Roscoff-003,G2A,CTK,Incorrect,Incorrect,Correct,False,True,0.5557257251591928,1.0752549254165649,True,0.0,0.5001531526432735,True,1.0,cadeira|notebook,2,3.3200000000000003
G2A-CTK-S2-Roscoff-021,G2A,CTK,Correct,Correct,Correct,True,False,0.5397688439010296,0.8667089705430581,True,0.0,0.4857919595109267,False,1.0,notebook,0,0.0
G2A-CTK-S2-Roscoff-018,G2A,CTK,Correct,Correct,Correct,True,False,0.48345048101527976,0.7935524391764499,False,0.0,0.4351054329137518,False,1.0,,0,0.0
G2A-CTK-S1-Brest-029,G2A,CTK,Correct,Correct,Correct,True,False,0.40640172091205357,0.6540159869482531,False,0.37000000000000005,0.40276154882084825,False,0.6,outro:scissors,0,0.0
G2A-CTK-S1-Roscoff-009,G2A,CTK,Incomplete,Incomplete,Correct,False,True,0.4003699979295346,1.017614927585673,False,0.0,0.36033299813658115,False,1.0,,0,0.0
G2A-CTK-S1-Brest-090,G2A,CTK,Correct,Correct,Correct,True,False,0.32608241762313267,0.7723076564309371,False,0.32000000000000006,0.32547417586081945,False,0.6,,0,0.0
G2A-CTK-S1-Roscoff-013,G2A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.3598232548221112,1.242109744444713,False,0.0,0.3238409293399001,False,1.0,,2,13.76
G2A-CTK-S3-Roscoff-091,G2A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.30447745492434636,1.3593245335799764,False,0.48,0.3220297094319117,False,0.4,cadeira,2,5.159999999999998
G2A-CTK-S4-Roscoff-001,G2A,CTK,Correct,Correct,Correct,True,False,0.3166646206840916,0.9582023997315049,False,0.05,0.28999815861568246,False,1.0,outro:tv,0,0.0
G2A-CTK-S4-Roscoff-026,G2A,CTK,Correct,Correct,Correct,True,False,0.3165716729729912,0.8893708081799927,False,0.0,0.2849145056756921,False,1.0,cadeira,0,0.0
G2A-CTK-S2-Roscoff-025,G2A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.30122233979368757,1.2133359852210845,False,0.05,0.2761001058143188,False,1.0,outro:tv,2,11.36
G2A-CTK-S4-Roscoff-088,G2A,CTK,Incomplete,Incomplete,Incomplete,True,True,0.29106972722862684,0.8566176380859524,False,0.0,0.2619627545057642,False,1.0,cadeira,0,0.0
G2A-CTK-S3-Roscoff-077,G2A,CTK,Incorrect,Incorrect,Incorrect,True,True,0.25178983186552134,1.0693031087731002,False,0.15999999999999998,0.2426108486789692,False,0.8,cadeira|notebook,2,7.959999999999999
G2A-CTK-S4-Roscoff-068,G2A,CTK,Incomplete,Incomplete,Incomplete,True,True,0.26692018528320316,0.5337192319294756,False,0.0,0.24022816675488284,False,1.0,cadeira,0,0.0
G2A-CTK-S4-Roscoff-015,G2A,CTK,Correct,Correct,Correct,True,False,0.24103783643403476,0.5784163321769229,False,0.0,0.2169340527906313,False,1.0,cadeira,0,0.0
G2A-CTK-S1-Brest-034,G2A,CTK,Correct,Correct,Correct,True,False,0.18063100049778874,0.89213490240462,False,0.53,0.21556790044800989,True,0.4,outro:scissors,0,0.0
G2A-CTK-S4-Roscoff-074,G2A,CTK,Correct,Correct,Correct,True,False,0.23773192712572203,0.778375329099746,False,0.0,0.21395873441314983,False,1.0,cadeira,0,0.0
G2A-CTK-S1-Brest-093,G2A,CTK,Correct,Correct,Correct,True,False,0.1942608837399147,0.8504259276332339,False,0.32000000000000006,0.20683479536592325,False,0.6,,0,0.0
G2A-CTK-S1-Roscoff-051,G2A,CTK,Correct,Correct,Correct,True,False,0.16233886615790605,0.37591370529729295,False,0.48,0.19410497954211547,False,0.4,,0,0.0
G2A-CTK-S4-Roscoff-046,G2A,CTK,Correct,Correct,Correct,True,False,0.2140198840085293,0.8388588484898155,False,0.0,0.1926178956076764,False,1.0,cadeira,0,0.0
G2A-CTK-S1-Brest-096,G2A,CTK,Correct,Correct,Correct,True,False,0.14899057938564608,0.8980843418821917,False,0.53,0.18709152144708147,True,0.4,outro:scissors,0,0.0
G2A-CTK-S1-Roscoff-059,G2A,CTK,Correct,Correct,Correct,True,False,0.12314466518841276,0.39893096886571144,False,0.48,0.1588301986695715,False,0.4,,0,0.0
G2A-CTK-S1-Roscoff-012,G2A,CTK,Correct,Correct,Correct,True,False,0.11518697465544235,0.5715850396564061,False,0.48,0.15166827718989812,False,0.4,,0,0.0
G2A-CTK-S1-Roscoff-043,G2A,CTK,Correct,Correct,Correct,True,False,0.09395042485920853,0.5973551769332982,False,0.48,0.13255538237328768,False,0.4,,0,0.0
G2A-ELK-S3-Roscoff-007,G2A,ELK,Incomplete,Incomplete,Incomplete,True,True,0.8875411839164739,0.5482931901660651,True,0.6400000000000001,0.8627870655248265,True,0.2,cadeira|notebook,0,0.0
G2A-ELK-S1-Roscoff-077,G2A,ELK,Incorrect,Incorrect,Correct,False,True,0.8940134686738991,0.35250133503228936,True,0.32000000000000006,0.8366121218065092,True,0.6,,2,7.880000000000001
G2A-ELK-S1-Roscoff-071,G2A,ELK,Correct,Correct,Correct,True,False,0.893411785491307,0.4397140544056753,True,0.0,0.8040706069421762,True,1.0,,0,0.0
G2A-ELK-S3-Roscoff-021,G2A,ELK,Incorrect,Correct,Incorrect,False,True,0.8569824376273165,0.6889291219198838,True,0.15999999999999998,0.7872841938645849,True,0.8,cadeira|notebook,1,5.0
G2A-ELK-S1-Roscoff-060,G2A,ELK,Incorrect,Incorrect,Incorrect,True,True,0.7961012004242306,0.44347734878328676,True,0.20999999999999996,0.7374910803818076,True,0.8,outro:tv,2,16.440000000000005
